resource
http://publications.europa.eu/resource/authority/treaty/TFEU_2016
http://publications.europa.eu/resource/authority/treaty/TFEU_2012
http://publications.europa.eu/resource/authority/treaty/TFEU_2008
http://publications.europa.eu/resource/authority/treaty/TEU_2012
http://publications.europa.eu/resource/authority/treaty/TEU_1997
http://publications.europa.eu/resource/authority/treaty/TEU_1992
http://publications.europa.eu/resource/authority/treaty/TEU
http://publications.europa.eu/resource/authority/treaty/TEEC_1957
http://publications.europa.eu/resource/authority/treaty/TEEC
http://publications.europa.eu/resource/authority/treaty/TEC_2006
http://publications.europa.eu/resource/authority/treaty/TEC_2002
http://publications.europa.eu/resource/authority/treaty/TEC_1997
http://publications.europa.eu/resource/authority/treaty/TEC_1992
http://publications.europa.eu/resource/authority/treaty/OP_DATPRO
http://publications.europa.eu/resource/authority/treaty/LIS
http://publications.europa.eu/resource/authority/treaty/FUSION
http://publications.europa.eu/resource/authority/treaty/EURATOM_2012
http://publications.europa.eu/resource/authority/treaty/EURATOM_1957
http://publications.europa.eu/resource/authority/treaty/EURATOM
http://publications.europa.eu/resource/authority/treaty/EEA
http://publications.europa.eu/resource/authority/treaty/CHAR_2012
http://publications.europa.eu/resource/authority/treaty/CECA_1951
http://publications.europa.eu/resource/authority/treaty/CECA
http://publications.europa.eu/resource/authority/treaty/ACC_2012_ACT
http://publications.europa.eu/resource/authority/treaty/ACC_2012
http://publications.europa.eu/resource/authority/treaty/ACC_2005_ACT
http://publications.europa.eu/resource/authority/treaty/ACC_2005
http://publications.europa.eu/resource/authority/treaty/ACC_2003_ACT
http://publications.europa.eu/resource/authority/treaty/ACC_2003
http://publications.europa.eu/resource/authority/treaty/ACC_1994_ACT
http://publications.europa.eu/resource/authority/treaty/ACC_1979_ACT
